object_id_final,name,county,island,classifica,citypark,sports,playground,home,park,harbor,manmade,sand,rock,surf,snork,lifeguard,parking,showers,restrooms,swim,trail,latitude,longitude,sand_type,mpa,beach_leng,res_fish_bio,PNAS,haleakala,molokini,Box_ID_2
0,Home,Hawaii,Hawaii,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Home,Honolulu,Oahu,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Home,Maui,Maui,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Home,Kauai,Kauai,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Home,Lanai,Lanai,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Home,Molokai,Molokai,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,49 Black Sand Beach (Honokaope Bay),Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,19.93356023,-155.8802143,Black,HI27,101.435,14.77295325,18.041924,0,0,11
2,Akahu Kaimu,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.9036563,-155.901618,Rock,NMS9,317.125,17.55216156,29.0168266,0,0,11
3,Alahaka Bay (Puuhonua O Honaunau National Historical Park),Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,19.4142258,-155.9066606,Rock,HI27,2232.331,28.91339173,19.35559116,0,0,18
4,Ali'i Saltwater Swimming Pool,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,19.6262877,-155.99027,NA,NA,0,26.26646915,17.49881205,0,0,18
5,Alula Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,19.66724,-156.028,Standard,NPS24,82.614,26.65584414,14.02039333,0,0,18
6,Anaehoomalu Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,19.9149948,-155.8887434,Standard,HI27,1299.904,12.18688387,7.032602519,0,0,11
7,Awakee Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,19.7964657,-156.0219312,Rock,HI27,600.192,12.75672213,20.54949355,0,0,11
8,Beans Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.64764475,-156.0242725,Standard,HI24,279.773,44.06453995,14.79236594,0,0,18
9,Carlsmith Beach Park,Hawaii,Hawaii,NA,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,19.7337112,-155.0280856,NA,NA,434.59,0,15.76745909,0,0,4
10,Hakalau Beach Park,Hawaii,Hawaii,Bay,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,19.9007308,-155.1278543,Rock,NA,220.697,0,2.144878909,0,0,10
11,Hapuna Beach State Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,19.99218,-155.826,Standard,NMS9,576.001,6.633712959,1.33144989,0,0,11
12,Hawaiian Shores Papio Park Cliff,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,19.5585197,-154.885782,Rock,NA,340,26.46514738,12.87923783,0,0,4
13,Heeia Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,19.5635913,-155.9655404,Rock,HI27,40.226,16.36743983,10.45203162,0,0,18
14,Hilo Bayfront Beach Park,Hawaii,Hawaii,Park,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,19.72327724,-155.0756167,Black,HI23,738.444,0,0,0,0,4
15,Hilo Harbor,Hawaii,Hawaii,Harbor,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,19.7326136,-155.0571728,Rock,HI23,1565.35,0,1.452069512,0,0,4
16,Holana Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.2380999,-155.8940649,Rock,NMS9,513.394,16.35795729,17.37915318,0,0,11
17,Holualoa Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,19.6033773,-155.974896,Rock,HI27,192.714,11.08882219,8.506565788,0,0,18
18,Honokohau Bay Beach,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,19.6737872,-156.0278106,Standard,HI27,1091.527,6.044356594,13.76322413,0,0,18
19,Honokohau Small Boat Harbor,Hawaii,Hawaii,Harbor,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,19.6690996,-156.024195,Rock,HI27,0,0,5.715380851,0,0,18
20,Honolii Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,19.75531993,-155.0908242,Black,NA,426.086,0,2.680189693,0,0,4
21,Honomalino Beach,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,19.1722525,-155.9088278,Standard,HI27,199.937,18.74239479,12.07587234,0,0,18
22,Hookena Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,19.37936927,-155.897392,Gray,HI27,170.454,19.80826905,12.76693429,0,0,18
23,Hoolulu Cove,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,NA,NA,19.6390509,-155.9958172,Rock,HI29,338.568,18.21946413,10.58186776,0,0,18
24,Hoona Bay (Makako Bay),Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.732149,-156.0569286,Standard,NMS9,97.474,33.10295574,19.03951412,0,0,18
25,James Kealoha Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,19.73488292,-155.0320901,Rock,NA,319.853,0,13.25210173,0,0,4
26,Kaelehuluhulu (Mahaiula Bay),Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,19.78112,-156.042,Standard,HI27,1007.115,6.43578831,8.428705289,0,0,11
27,Kahaluu Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,19.57933454,-155.9665658,Black,HI27,314.709,7.760717792,5.685287064,0,0,18
28,Kahakai Park,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19.5607831,-154.8886603,NA,NA,129.756,24.09315361,14.11399186,0,0,4
29,Kahauloa Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.4692222,-155.9216166,Rock,HI27,30.052,21.89018777,16.97832905,0,0,18
30,Kahoiawa Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,19.8030676,-156.0157943,Standard,HI27,603.029,18.67333176,14.44531512,0,0,11
31,Kakapa Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.815463,-156.0024261,Rock,HI27,565.537,12.596653,22.4730532,0,0,11
32,Kalolo,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,18.9694279,-155.5988717,Standard,NA,904.306,27.16563295,8.802993625,0,0,3
33,Kamakahonu Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,19.63958168,-155.9976871,Standard,NA,50.927,23.91585664,10.31363775,0,0,18
34,Kamehame Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,19.14458,-155.466,Black,NA,185.587,36.21636668,5.812004446,0,0,3
35,Kapaa Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,20.20381113,-155.9019257,Rock,NMS9,455.741,26.58235107,8.248918919,0,0,11
36,Kaulana Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,18.9160099,-155.6687593,Standard,NA,121.045,30.22395792,10.38211964,0,0,3
37,Kaunaoa (Mauna Kea) Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,20.00456,-155.825,Standard,NA,447.231,10.087129,2.728665006,0,0,11
38,Kaupulehu Beach (Kahuwai Bay),Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,19.83118,-155.987,Standard,HI27,1165.519,10.22889024,17.42407703,0,0,11
39,Kawaihae Harbor,Hawaii,Hawaii,Harbor,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,20.0349672,-155.8309364,Standard,HI18,987.684,9.897008928,18.86808511,0,0,11
40,Kealakekua Bay State Historical Park,Hawaii,Hawaii,Bay,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,19.4823801,-155.9309021,Rock,HI18,1768.211,35.80460203,21.46903949,0,0,18
41,Keauhou Bay Beach Park,Hawaii,Hawaii,Beach,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,19.5615088,-155.9632444,Standard,HI17,49.558,17.67971211,5.982348666,0,0,18
42,Keaukaha Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,19.73164843,-155.0461685,Rock,NA,209.791,0,40.0826939,0,0,4
43,Keawaeli Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,20.242831,-155.7765841,Rock,HI44,936.195,0,7.094048268,0,0,10
44,Keawaiki Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,19.887999,-155.9073901,Black,NMS9,825.646,20.96341959,29.77159038,0,0,11
45,Keawanui Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.1146561,-155.885632,Standard,NMS9,412.897,22.90829754,19.01179071,0,0,11
46,Keei Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,19.46002092,-155.9259023,Standard,HI27,206.49,13.29433997,13.97812963,0,0,18
47,Kehena Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,19.39472778,-154.929039,Black,NA,118.027,29.01999711,5.417923049,0,0,4
48,Keokea Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,20.2277541,-155.7455823,Rock,NA,900.781,0,9.501727505,0,0,10
49,Keoneele Cove,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,19.42193,-155.91173,Standard,HI27,232.206,27.02755665,17.985575,0,0,18
50,Kiholo Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,19.856478,-155.9294486,Black,HI6,2068.037,17.28554661,35.43774996,0,0,11
51,Kiilae Bay Village,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,19.4107044,-155.905416,Rock,HI27,2232.331,27.70229616,24.17642562,0,0,18
52,Kolekole Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,19.88296798,-155.1186729,Rock,NA,180.936,0,0.597622314,0,0,10
53,Kuhio Kalanianaole Park,Hawaii,Hawaii,NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,19.7252139,-155.0619452,NA,NA,359.807,0,0,0,0,4
54,Kukio Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,19.82169776,-155.9967542,Standard,HI27,632.791,6.956776103,11.96319231,0,0,11
55,Laupahoehoe Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,19.9922564,-155.2398426,Rock,NA,574.263,0,0.124315872,0,0,10
56,Leleiwi Beach Park (Wai’uli),Hawaii,Hawaii,NA,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,19.7342593,-155.0163509,NA,NA,207.867,0,20.97865145,0,0,4
57,Mahukona Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,20.18233284,-155.9012775,Rock,NMS9,343.872,22.34549165,16.77019561,0,0,11
58,Makuu Point,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19.5946896,-154.9311877,NA,NA,199.1,20.98358738,18.14565986,0,0,4
59,Makaiwa Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,19.9436601,-155.8715129,Standard,NMS9,97.664,16.02828607,14.3078283,0,0,11
60,Makalawena Beach (Puualii Bay),Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,19.79153,-156.028,Standard,HI27,772.644,9.788262468,5.492278223,0,0,11
61,Makolea Black Sand Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,19.76816,-156.049,Black,NMS9,97.474,21.72541847,20.16930616,0,0,11
62,Makolea Beach,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,19.5774997,-155.970555,NA,NA,424.399,18.22605673,13.65444023,0,0,18
63,Manini Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,19.47116,-155.921,Standard,HI18,82.449,20.99061672,12.30788905,0,0,18
64,Maniniowali Beach (Kua Bay),Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,19.81068054,-156.006244,Standard,HI27,324.639,14.43769521,5.49098826,0,0,11
65,Milolii Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,19.182149,-155.907978,Standard,HI27,129.019,17.15537988,13.91894679,0,0,18
66,Moku Ola / Coconut Island,Hawaii,Hawaii,NA,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,19.7295488,-155.0688391,NA,NA,377.146,0,0,0,0,4
67,Nanuku Inlet,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.9458991,-155.8685303,Standard,NMS9,386.837,8.928244869,13.30002817,0,0,11
68,Ninole Cove,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,19.128363,-155.509479,Rock,NA,671.976,13.32008899,15.34035628,0,0,3
69,Ohiki Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,19.8763156,-155.9170032,Rock,NMS9,542.64,34.3010823,27.10943946,0,0,11
70,Old Kona Airport Beach Park,Hawaii,Hawaii,NA,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,19.6423449,-156.0077153,NA,NA,1033.914,45.51528568,19.12680135,0,0,18
71,Hale Halawai Park (Oneo Bay),Hawaii,Hawaii,Bay,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,19.6364594,-155.9943183,Standard,NA,131.083,17.45328122,15.9357955,0,0,18
72,Onekahakaha Beach Park,Hawaii,Hawaii,NA,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,19.7378422,-155.0390201,NA,NA,316.06,0,16.01484511,0,0,4
73,Onomea Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,19.8073537,-155.0924709,Rock,NA,261.216,0,8.125049852,0,0,4
74,Pahoehoe Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,19.5960639,-155.9732102,Rock,HI27,117.553,17.69472585,6.354411293,0,0,18
75,Haena Beach/ Shipwreck Beach,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,19.6437175,-154.9827153,NA,NA,216.113,19.69513293,11.00702085,0,0,4
76,Papakolea Green Sand Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,18.93613555,-155.6465805,Green,NA,388.797,30.3616894,1.6666974,0,0,3
77,Paradise Cliffs,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19.6021747,-154.9451608,NA,NA,336.883,20.13569485,11.22321429,0,0,4
78,Pauoa Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,19.9519299,-155.8622003,Standard,HI27,118.144,17.73827279,18.96281986,0,0,11
79,Pawai Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,19.6476195,-156.0216093,Standard,NA,578.914,42.5253989,15.76564509,0,0,18
80,Pohoiki Black Sand Beach,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,19.457144,-154.8429179,Black,NA,911.412,17.38655489,7.431299704,0,0,4
81,Pohue Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,19.01038148,-155.7972024,Standard,HI27,108.761,31.88097423,6.034119576,0,0,18
82,Pololu Trail,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,20.2034722,-155.7316319,NA,NA,776.106,0,0.228665029,0,0,10
83,Puako Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,19.974579,-155.8342409,Standard,HI12,1339.273,15.67722215,10.21609364,0,0,11
84,Pueo Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,19.8935075,-155.9060383,Balck,NMS9,1038.461,16.86440138,30.65945457,0,0,11
85,Punaluu Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,19.13591,-155.504,Black,NA,367.741,13.4048649,11.13802689,0,0,3
86,Richardson Ocean Park,Hawaii,Hawaii,NA,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,19.7355692,-155.0138438,NA,NA,241.17,0,24.6934615,0,0,4
87,Reeds Bay Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,19.72638909,-155.0628704,Standard,HI23,205.168,0,0,0,0,4
88,Spencer Beach Park,Hawaii,Hawaii,Park,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,20.02346356,-155.8226096,Standard,NMS9,421.154,10.77872405,16.97873452,0,0,11
89,South Point (End of the World) Luakeananolo,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,18.9164856,-155.6859602,NA,NA,1508.011,36.9597658,10.12830189,0,0,18
90,Two Step Beach,Hawaii,Hawaii,NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,19.4232986,-155.9113179,NA,NA,116.068,27.97257636,18.93099857,0,0,18
91,Umiwai Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.2586744,-155.8802462,Rock,NMS9,267.087,0,7.477911647,0,0,11
92,Waiaha (Honl’s Beach),Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,19.6278949,-155.9886718,Standard,HI27,93.557,21.91970122,19.53088961,0,0,18
93,Waiakaalio Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.0740509,-155.8604836,Rock,HI27,515.527,24.0692003,15.18872704,0,0,11
94,Waialea Bay Beach,Hawaii,Hawaii,Beach,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,19.98356835,-155.8291621,Standard,HI21,732.145,10.41819745,8.443369625,0,0,11
95,Waimanu Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.1457025,-155.6347489,Black,HI44,1362.037,14.05040253,4.497556092,0,0,10
96,Waipi'o Black Sand Beach,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.1233602,-155.5853748,Black,HI44,1736.364,13.5242053,8.832682204,0,0,10
97,Waiulua Bay,Hawaii,Hawaii,Bay,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,19.9265947,-155.8891511,Standard,HI27,101.435,13.70595886,18.73616626,0,0,11
98,Wai'olena Beach Park,Hawaii,Hawaii,NA,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,19.7332227,-155.0182339,NA,NA,160.16,0,19.55136519,0,0,4
99,Wawaloli Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,19.71606858,-156.050384,Standard,NA,823.869,20.56639809,22.37179749,0,0,18
100,White Sands (Disappearing  or Magic) Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,19.5959528,-155.9746353,Rock,NA,66.423,19.2342705,7.85406946,0,0,18
101,Whittington Beach Park,Hawaii,Hawaii,Park,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,19.08471283,-155.5505476,Rock,NA,400.021,19.94672939,5.280245772,0,0,3
102,Aliomanu Beach,Kauai,Kauai,Beach,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,22.16877416,-159.3099771,Standard,NA,795.533,29.89129751,16.66576244,0,0,70
103,Allerton Beach,Kauai,Kauai,NA,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,21.8886938,-159.5051323,NA,NA,290.008,54.37459357,0.520341951,0,0,67
104,Anahola Beach Park,Kauai,Kauai,Park,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,22.1474431,-159.3049121,Standard,NA,2996.08,18.41802295,0.31217147,0,0,70
