object_id_final,name,county,island,classifica,citypark,sports,playground,home,park,harbor,manmade,sand,rock,surf,snork,lifeguard,parking,showers,restrooms,swim,trail,latitude,longitude,sand_type,mpa,beach_leng,res_fish_bio,PNAS,haleakala,molokini,Box_ID_2
323,Honolua Bay,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,21.013332,-156.638156,Standard,,123.391176,35.1656,1.543879,0,0,29
324,Olowalu Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,20.810468,-156.609133,Standard,,888.170967,24.1059,12.03011,0,0,30
325,Hana Beach Park,Maui,Maui,,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,20.7551,-155.9836,Standard,,456.283206,60.5148,18.685205,0,0,22
326,DT Fleming Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,21.004713,-156.651697,Standard,,504,6.54645,2.688227,0,0,29
327,Honokowai Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,20.9545,-156.6867,Standard,,281.230889,5.62161,17.252929,0,0,29
328,Kahului Beach Park,Maui,Maui,,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,20.898249,-156.478622,999,,555,6.80991,0,0,0,26
329,Kanaha Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,20.897261,-156.448036,Standard,,1440.822225,6.80991,12.703864,0,0,26
330,Lower Paia Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,20.915633,-156.384376,Standard,,440.124553,10.541,12.841414,0,0,26
331,Papalaua Wayside Beach Park,Maui,Maui,,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,20.793294,-156.570309,Standard,,850.881818,10.1209,8.521747,0,0,30
332,Paukukalo Beach Park,Maui,Maui,,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,20.911422,-156.48948,Rock,,1068,12.2814,6.953737,0,0,26
333,Poolenalena Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,20.665213,-156.442039,Standard,,268.512001,6.79009,12.134312,0,0,30
334,Ukumehame Beach Park,Maui,Maui,,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,20.7947,-156.5818,Standard,,462,6.86989,2.214517,0,0,30
335,Wahikuli State Wayside Beach Park,Maui,Maui,,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,20.905514,-156.686813,Rock,,248.254535,3.85123,11.362715,0,0,29
336,Waiehu Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,20.922643,-156.49294,Standard,,537.706911,12.2814,14.983002,0,0,26
337,Waihee Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,20.933999,-156.503726,Standard,,815,9.69921,11.200006,0,0,26
338,Hanakaoo Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,20.909739,-156.688702,Standard,,174.446173,4.49352,20.585986,0,0,29
339,Kalama Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,20.7321,-156.4532,Standard,,276.586821,5.70375,0.92806,0,0,30
340,Kalepolepo Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,20.765439,-156.458608,Standard,,38.790529,4.37202,11.912895,0,0,30
341,Lahaina Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,20.866904,-156.675413,Standard,,745.979401,4.73961,11.694876,0,0,29
342,Puamana Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,20.8551,-156.6637,Standard,,311,4.03072,27.954141,0,0,29
343,Honokohau Bay,Maui,Maui,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,21.021137,-156.610244,Rock,,488.074843,19.7998,1.365876,0,0,29
344,Honomanu Bay,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,20.860925,-156.166048,Black,,229.533336,30,6.406891,0,0,24
345,Huakini Bay,Maui,Maui,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.62898,-156.190881,Rock,,745,7.14577,1.726072,0,0,21
346,Kanapali Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,20.917915,-156.696432,Standard,,448.585292,5.92239,28.8419,0,0,29
347,Kahana Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,20.973454,-156.679672,Standard,,661.50513,5.66928,2.101491,0,0,29
348,Kaihalulu Beach,Maui,Maui,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.75291,-155.98165,Red,,347.912932,81.2295,17.140975,0,0,22
349,Awalua Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20.825409,-156.632731,Standard,,695,3.35271,28.161106,0,0,29
350,Changs Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,20.662134,-156.441412,Standard,,397.862054,3.06339,10.211465,0,0,30
351,Kanaio Beach,Maui,Maui,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.580365,-156.395427,Rock,,320.325695,20.0771,11.969434,0,0,21
352,Keawakapu Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,20.703907,-156.446314,Standard,,1118,3.40666,5.201841,0,0,30
353,Keonenui Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.98512,-156.672449,Standard,,218.360984,12.5867,10.246723,0,0,29
354,Koki Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,20.728747,-155.985816,Red,,235.280748,26.7467,13.256075,0,0,22
355,Kuau Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20.929409,-156.367598,Standard,,94.434958,43.4795,18.790302,0,0,26
356,Kuiaha Bay,Maui,Maui,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,20.942035,-156.318185,Rock,,179.922943,73.9773,4.00801,0,0,26
357,La Perouse Bay,Maui,Maui,,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,20.600786,-156.42176,Rock,,63.105068,28.9701,6.246525,0,0,30
358,Charley Young Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,20.727146,-156.45007,Standard,,184.349452,1.26392,4.443258,0,0,30
359,Makena Landing Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,20.654028,-156.441177,Standard,,157.812059,6.51572,16.577787,0,0,30
360,Maliko Bay,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,20.935508,-156.339488,Black,,103.827601,5,0.979491,0,0,26
361,Maluaka Beach Park,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.647089,-156.442737,Standard,,403.233169,8.95006,12.595099,0,0,30
362,Mantokuji Bay,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.919532,-156.379556,Standard,,385.088747,8.49222,14.574548,0,0,26
363,Mokapu Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,20.69336,-156.443924,Standard,,368.925724,9.18686,7.231583,0,0,30
364,Mokulau Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.639036,-156.111364,Standard,,500.311618,22.1109,6.791637,0,0,21
365,Mokuleia Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,21.011228,-156.64245,Standard,,271.227988,20.7746,4.533223,0,0,29
366,Napili Bay,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,20.995219,-156.66652,Standard,,357.988982,7.83335,6.264851,0,0,29
367,Nuu Bay,Maui,Maui,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.626995,-156.178735,Standard,,999.479448,10.2251,7.596887,0,0,21
368,Oneloa Bay,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,21.004285,-156.659672,Standard,,381.936165,8.01358,4.728801,0,0,29
369,Oneuli Beach,Maui,Maui,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20.640701,-156.446626,Black,,527.862153,11.8395,26.695644,0,0,30
370,Palauea Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,20.670487,-156.443104,Standard,,267.876442,11.5724,8.346278,0,0,30
371,Polo Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,20.675698,-156.443571,Standard,,281.170985,7.81052,9.798215,0,0,30
372,Puunoa Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,20.882073,-156.687633,Standard,,612.403639,5.58519,13.02051,0,0,29
373,Hamoa Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20.71986,-155.986928,Standard,,257.307598,52.6335,15.23032,0,0,22
374,Punalau Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,21.0222,-156.626,Standard,,263.847264,26.0003,14.019412,0,0,29
375,Spreckelsville Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,20.909414,-156.409356,Standard,,391.068309,6.22191,23.259392,0,0,26
376,Ulua Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,20.690203,-156.443476,Standard,,229.222294,5.9698,6.869187,0,0,30
377,Ahihi-Kinau Natural Area Reserve,Maui,Maui,,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,20.618205,-156.437201,Rock,,79.456069,16.9154,20.624578,0,0,30
378,Waikoloa Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,20.76152,-155.986371,Black,,445.323781,50.2609,18.57463,0,0,22
379,Maipoina Oe Iau Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,20.775134,-156.460514,Standard,,365,5.48754,13.948467,0,0,30
380,Hoaloha Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,20.891235,-156.46829,Standard,,365,6.80991,0,0,0,26
381,Launiupoko Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,20.840686,-156.651341,Standard,,180,8.22385,20.743771,0,0,29
382,Ali'i Kahekili Nui Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,20.9367,-156.69171,Standard,,360,10.1495,14.266793,0,0,29
383,Black Rock Beach Trail,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,20.92654,-156.6968,Standard,,459,15.45,3.202861,0,0,29
384,Kipahulu Visitor Center Park,Maui,Maui,,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,20.661629,-156.044936,Rock,,695,30.0728,3.951638,0,0,21
385,Five Caves Beach,Maui,Maui,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,20.65611,-156.442835,Rock,,11,8.54512,26.270074,0,0,30
386,Secret Cove Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.626927,-156.443183,Standard,,51,9.59302,3.469904,0,0,30
387,Makena State Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,20.636188,-156.447286,Standard,,636,10.0139,26.529035,0,0,30
388,Molokini Island Preserve,Maui,Maui,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20.630952,-156.495416,Rock,,650,85,42.663116,0,1,30
389,Kihei Boat Ramp,Maui,Maui,,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,20.708112,-156.446241,999,,110,11.7133,23.385603,0,0,30
390,Cove Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,20.727637,-156.449866,Standard,,207,10.1735,2.861443,0,0,30
391,Kihei Canoe Club Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,20.781528,-156.462785,Standard,,465,3.5022,7.819318,0,0,30
392,Maalaea Harbor Village,Maui,Maui,,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,20.791907,-156.512209,999,,475,12.9111,4.7666,0,0,30
393,Lahaina Harbor,Maui,Maui,,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,20.871156,-156.678509,999,,308,7.53118,22.016948,0,0,29
394,Mala Boat Ramp,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,20.885154,-156.686617,Standard,,114,7.35583,23.994076,0,0,29
395,Honokowai Point Beach,Maui,Maui,,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20.947902,-156.692059,Standard,,205,11.8648,18.421445,0,0,29
396,Stables Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.907833,-156.423012,Standard,,581,4.1675,16.476136,0,0,26
397,Jaws Beach,Maui,Maui,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20.942298,-156.296918,Rock,,256,49.5266,6.615224,0,0,24
398,Wailua Nui Bay,Maui,Maui,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20.844444,-156.131111,Rock,,175,76.171,7.707103,0,0,24
399,Lipoa Street Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,20.744156,-156.458391,Standard,,425,4.90808,3.024395,0,0,30
400,Waipuilani Beach Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,20.757083,-156.459515,Standard,,600,5.25041,5.650685,0,0,30
401,Sugar Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,20.784965,-156.466813,Standard,,650,5.49926,7.64255,0,0,30
402,Pohaku Park,Maui,Maui,,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,20.967837,-156.681105,Standard,,184,6.05985,4.269366,0,0,29
403,Kaopala Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,20.982094,-156.673246,Standard,,110,8.80709,1.083269,0,0,29
404,Honokeana Bay,Maui,Maui,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,20.991864,-156.669186,Rock,,109,8.4829,12.801364,0,0,29
405,Waihee Coastal Dunes and Wildlife Refuge,Maui,Maui,,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,20.937303,-156.510675,Standard,,500,12.5323,7.903433,0,0,26
406,Kaleia Beach,Maui,Maui,,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,20.792851,-156.480233,Standard,,680,2.93302,8.338088,0,0,30
407,Huawai Bay,Maui,Lanai,Beach,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,20.7394444,-156.9191667,,,0,0,3.944844802,0,0,39
408,Hulopoe Bay Beach,Maui,Lanai,Beach,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,20.739409,-156.894004,,,432.343,0.889636781,8.059311186,0,0,39
409,Kahemano,Maui,Lanai,Beach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.855596,-157.0173674,,,0,0,13.67884103,0,0,40
410,Kaumalapau Harbor,Maui,Lanai,Cliffs,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,20.7874997,-156.9936111,,,0,19.50118758,16.18058266,0,0,40
411,Kaunol_ Village,Maui,Lanai,Historical,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.7339265,-156.9643343,,,0,0,11.07419479,0,0,40
412,Lopa Beach,Maui,Lanai,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,20.805554,-156.8325868,,,1991.886,0,3.560496085,0,0,39
413,Manele Small Boat Harbor,Maui,Lanai,Beach,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,20.74281262,-156.8882475,,,287.924,16.1470261,8.281090421,0,0,39
414,Polihua Beach,Maui,Lanai,Beach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.9203938,-157.0711034,,,6131.853,0,1.247787611,0,0,40
415,Sharks Bay,Maui,Lanai,Beach,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,20.7375,-156.8938889,Sand,,95.69,7.224053335,10.93681863,0,0,39
416,Shipwreck Beach,Maui,Lanai,Beach,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,20.776964,-156.825091,Sand,,1791.583,0,9.18429168,0,0,39
417,Awahua Beach,Maui ,Molokai,Beach,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,21.180334,-156.993224,,,662.262,8.734541472,15.51367408,0,0,44
418,IliopiI Beach,Maui,Molokai,Beach,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.2036033,-156.979323,,,512.609,35.00225132,12.61707751,0,0,44
419,George Murphy Beach Park,Maui,Molokai,Beach,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,21.1051254,-156.7480621,,,608.25,11.65791498,8.31992404,0,0,43
420,H_lawa Beach Park,Maui,Molokai,Beach,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0,21.160053,-156.7382182,,,632.276,26.511701,0.860465116,0,0,44
421,Hale O Lono Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,21.088568,-157.257474,,,1167.376,0,0,0,0,49
422,Kakahai'a Beach Park,Maui,Molokai,Beach,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,21.0649695,-156.9429554,,,699.928,3.145542124,0.458190149,0,0,50
423,Kamalo Wharf Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21.046896,-156.875002,,,142.587,8.880641532,1.655206761,0,0,50
424,Kamiloloa Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,21.075227,-156.984713,,,245.721,4.499634067,0.149627516,0,0,50
425,Kapukahehu Beach Dixie Maru Cove,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,21.143516,-157.257618,,,155.495,26.16531704,0.271347813,0,0,49
426,Kapukuwahine Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21.0958317,-157.3042536,,,1672.066,0,0,0,0,49
427,Kaunakakai Harbor,Maui,Molokai,Beach,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,21.082025,-157.027778,,,388.906,6.988106262,0.924407224,0,0,50
428,Kaupoa Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21.129498,-157.295996,,,382.139,15.20226029,4.424970442,0,0,49
429,Kawakiu Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,21.207263,-157.249325,,,83.298,21.31823845,6.120558528,0,0,49
430,Kawili Beach,Maui,Molokai,Beach,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,21.1616614,-156.8698915,,,1334.369,0,1.018262738,0,0,44
431,Kepuhi Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,21.1889,-157.248029,,,842.822,8.411756439,7.459647131,0,0,49
432,Kiowea Beach,Maui,Molokai,Beach Park,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,21.0989677,-157.0485562,,,1891.538,3.655973967,0.630319864,0,0,50
433,K_mimi Beach Park,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,21.105497,-156.746444,,,608.25,6.728342226,10.81033801,0,0,43
434,Lighthouse Beach,Maui,Molokai,Cliffs,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21.101848,-157.308751,,,1807.318,41.1769103,6.436032864,0,0,49
435,Lono Harbor,Maui,Molokai,Harbor,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21.088521,-157.2529548,,,740.681,12.71454896,0,0,0,49
436,Make Horse Pohaku Mauliuli Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,21.193326,-157.2505763,,,504.497,10.71805392,25.00787471,0,0,49
437,MoOmomi Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,21.2008316,-157.1698092,,,668.396,0,1.609921303,0,0,44
438,One Ali_i Park,Maui,Molokai,Beach Park,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,21.0716231,-156.9756191,,,1190.597,5.006851011,0.549105702,0,0,50
439,P_p_haku Beach Park,Maui,Molokai,Beach Park,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,21.1738885,-157.2540355,,,3060.481,16.56984932,7.30938548,0,0,49
440,Pelekuna Beach,Maui,Molokai,Cliffs,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,21.1644441,-156.8841667,,,432.258,18.30015714,6.381865404,0,0,44
441,PoOlau Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,21.154223,-157.278555,,,76.718,25.82743962,26.80174146,0,0,49
442,P_koo Harbor,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,21.0671993,-156.8033086,,,752.075,5.838731373,7.734408824,0,0,43
443,Pukoo Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,21.071855,-156.798883,,,752.075,18.43846872,3.771395271,0,0,43
444,Sandy Beach,Maui,Molokai,Beach,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,21.1174996,-156.7408333,,,72.271,0,15.20554322,0,0,43