"","siteID","name","county","island","classifica","citypark","sports","playground","home","park","harbor","manmade","sand","rock","surf","snork","lifeguard","parking","showers","restrooms","swim","trailall","sand_type","mpa","beach_leng","res_fish_bio","PNAS","haleakala","molokini","Box_ID_2","beachlarge","beachmedium","beachsmall","coastal"
"1",0,"Home","Hawaii","Hawaii","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,1,0
"2",0,"Home","Honolulu","Oahu","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,1,0
"3",0,"Home","Maui","Maui","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,1,0
"4",0,"Home","Kauai","Kauai","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,1,0
"5",0,"Home","Lanai","Lanai","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,1,0
"6",0,"Home","Molokai","Molokai","",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0",0,0,0,0,0,0,0,0,1,0
"7",1,"49 Black Sand Beach (Honokaope Bay)","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,"Black","HI27",101.435,14.77295325,18.041924,0,0,11,0,0,1,1
"8",2,"Akahu Kaimu","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Rock","NMS9",317.125,17.55216156,29.0168266,0,0,11,0,1,0,1
"9",3,"Alahaka Bay (Puuhonua O Honaunau National Historical Park)","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,"Rock","HI27",2232.331,28.91339173,19.35559116,0,0,18,1,0,0,1
"10",4,"Ali'i Saltwater Swimming Pool","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,NA,NA,0,26.26646915,17.49881205,0,0,18,0,0,1,1
"11",5,"Alula Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"Standard","NPS24",82.614,26.65584414,14.02039333,0,0,18,0,0,1,1
"12",6,"Anaehoomalu Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,"Standard","HI27",1299.904,12.18688387,7.032602519,0,0,11,1,0,0,1
"13",7,"Awakee Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Rock","HI27",600.192,12.75672213,20.54949355,0,0,11,1,0,0,1
"14",8,"Beans Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard","HI24",279.773,44.06453995,14.79236594,0,0,18,0,1,0,1
"15",9,"Carlsmith Beach Park","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,NA,NA,434.59,0,15.76745909,0,0,4,0,1,0,1
"16",10,"Hakalau Beach Park","Hawaii","Hawaii","Bay",0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,"Rock",NA,220.697,0,2.144878909,0,0,10,0,1,0,1
"17",11,"Hapuna Beach State Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Standard","NMS9",576.001,6.633712959,1.33144989,0,0,11,1,0,0,1
"18",12,"Hawaiian Shores Papio Park Cliff","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"Rock",NA,340,26.46514738,12.87923783,0,0,4,0,1,0,1
"19",13,"Heeia Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Rock","HI27",40.226,16.36743983,10.45203162,0,0,18,0,0,1,1
"20",14,"Hilo Bayfront Beach Park","Hawaii","Hawaii","Park",0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,"Black","HI23",738.444,0,0,0,0,4,1,0,0,1
"21",15,"Hilo Harbor","Hawaii","Hawaii","Harbor",0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,"Rock","HI23",1565.35,0,1.452069512,0,0,4,1,0,0,1
"22",16,"Holana Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rock","NMS9",513.394,16.35795729,17.37915318,0,0,11,1,0,0,1
"23",17,"Holualoa Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,"Rock","HI27",192.714,11.08882219,8.506565788,0,0,18,0,0,1,1
"24",18,"Honokohau Bay Beach","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,"Standard","HI27",1091.527,6.044356594,13.76322413,0,0,18,1,0,0,1
"25",19,"Honokohau Small Boat Harbor","Hawaii","Hawaii","Harbor",0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,"Rock","HI27",0,0,5.715380851,0,0,18,0,0,1,1
"26",20,"Honolii Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,"Black",NA,426.086,0,2.680189693,0,0,4,0,1,0,1
"27",21,"Honomalino Beach","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","HI27",199.937,18.74239479,12.07587234,0,0,18,0,0,1,1
"28",22,"Hookena Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Gray","HI27",170.454,19.80826905,12.76693429,0,0,18,0,0,1,1
"29",23,"Hoolulu Cove","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,NA,"Rock","HI29",338.568,18.21946413,10.58186776,0,0,18,0,1,0,1
"30",24,"Hoona Bay (Makako Bay)","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard","NMS9",97.474,33.10295574,19.03951412,0,0,18,0,0,1,1
"31",25,"James Kealoha Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,"Rock",NA,319.853,0,13.25210173,0,0,4,0,1,0,1
"32",26,"Kaelehuluhulu (Mahaiula Bay)","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"Standard","HI27",1007.115,6.43578831,8.428705289,0,0,11,1,0,0,1
"33",27,"Kahaluu Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,"Black","HI27",314.709,7.760717792,5.685287064,0,0,18,0,1,0,1
"34",28,"Kahakai Park","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,129.756,24.09315361,14.11399186,0,0,4,0,0,1,1
"35",29,"Kahauloa Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rock","HI27",30.052,21.89018777,16.97832905,0,0,18,0,0,1,1
"36",30,"Kahoiawa Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,"Standard","HI27",603.029,18.67333176,14.44531512,0,0,11,1,0,0,1
"37",31,"Kakapa Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rock","HI27",565.537,12.596653,22.4730532,0,0,11,1,0,0,1
"38",32,"Kalolo","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"Standard",NA,904.306,27.16563295,8.802993625,0,0,3,1,0,0,1
"39",33,"Kamakahonu Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,"Standard",NA,50.927,23.91585664,10.31363775,0,0,18,0,0,1,1
"40",34,"Kamehame Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Black",NA,185.587,36.21636668,5.812004446,0,0,3,0,0,1,1
"41",35,"Kapaa Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,"Rock","NMS9",455.741,26.58235107,8.248918919,0,0,11,0,1,0,1
"42",36,"Kaulana Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Standard",NA,121.045,30.22395792,10.38211964,0,0,3,0,0,1,1
"43",37,"Kaunaoa (Mauna Kea) Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,"Standard",NA,447.231,10.087129,2.728665006,0,0,11,0,1,0,1
"44",38,"Kaupulehu Beach (Kahuwai Bay)","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Standard","HI27",1165.519,10.22889024,17.42407703,0,0,11,1,0,0,1
"45",39,"Kawaihae Harbor","Hawaii","Hawaii","Harbor",0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,"Standard","HI18",987.684,9.897008928,18.86808511,0,0,11,1,0,0,1
"46",40,"Kealakekua Bay State Historical Park","Hawaii","Hawaii","Bay",0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,"Rock","HI18",1768.211,35.80460203,21.46903949,0,0,18,1,0,0,1
"47",41,"Keauhou Bay Beach Park","Hawaii","Hawaii","Beach",0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,"Standard","HI17",49.558,17.67971211,5.982348666,0,0,18,0,0,1,1
"48",42,"Keaukaha Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,"Rock",NA,209.791,0,40.0826939,0,0,4,0,1,0,1
"49",43,"Keawaeli Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Rock","HI44",936.195,0,7.094048268,0,0,10,1,0,0,1
"50",44,"Keawaiki Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"Black","NMS9",825.646,20.96341959,29.77159038,0,0,11,1,0,0,1
"51",45,"Keawanui Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard","NMS9",412.897,22.90829754,19.01179071,0,0,11,0,1,0,1
"52",46,"Keei Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","HI27",206.49,13.29433997,13.97812963,0,0,18,0,1,0,1
"53",47,"Kehena Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Black",NA,118.027,29.01999711,5.417923049,0,0,4,0,0,1,1
"54",48,"Keokea Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,"Rock",NA,900.781,0,9.501727505,0,0,10,1,0,0,1
"55",49,"Keoneele Cove","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,"Standard","HI27",232.206,27.02755665,17.985575,0,0,18,0,1,0,1
"56",50,"Kiholo Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,"Black","HI6",2068.037,17.28554661,35.43774996,0,0,11,1,0,0,1
"57",51,"Kiilae Bay Village","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,"Rock","HI27",2232.331,27.70229616,24.17642562,0,0,18,1,0,0,1
"58",52,"Kolekole Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,"Rock",NA,180.936,0,0.597622314,0,0,10,0,0,1,1
"59",53,"Kuhio Kalanianaole Park","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,NA,NA,359.807,0,0,0,0,4,0,1,0,1
"60",54,"Kukio Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,"Standard","HI27",632.791,6.956776103,11.96319231,0,0,11,1,0,0,1
"61",55,"Laupahoehoe Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,"Rock",NA,574.263,0,0.124315872,0,0,10,1,0,0,1
"62",56,"Leleiwi Beach Park (Wai’uli)","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,NA,NA,207.867,0,20.97865145,0,0,4,0,1,0,1
"63",57,"Mahukona Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,"Rock","NMS9",343.872,22.34549165,16.77019561,0,0,11,0,1,0,1
"64",58,"Makuu Point","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,199.1,20.98358738,18.14565986,0,0,4,0,0,1,1
"65",59,"Makaiwa Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,"Standard","NMS9",97.664,16.02828607,14.3078283,0,0,11,0,0,1,1
"66",60,"Makalawena Beach (Puualii Bay)","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,"Standard","HI27",772.644,9.788262468,5.492278223,0,0,11,1,0,0,1
"67",61,"Makolea Black Sand Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,"Black","NMS9",97.474,21.72541847,20.16930616,0,0,11,0,0,1,1
"68",62,"Makolea Beach","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,424.399,18.22605673,13.65444023,0,0,18,0,1,0,1
"69",63,"Manini Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,"Standard","HI18",82.449,20.99061672,12.30788905,0,0,18,0,0,1,1
"70",64,"Maniniowali Beach (Kua Bay)","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,"Standard","HI27",324.639,14.43769521,5.49098826,0,0,11,0,1,0,1
"71",65,"Milolii Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,0,"Standard","HI27",129.019,17.15537988,13.91894679,0,0,18,0,0,1,1
"72",66,"Moku Ola / Coconut Island","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,NA,NA,377.146,0,0,0,0,4,0,1,0,1
"73",67,"Nanuku Inlet","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard","NMS9",386.837,8.928244869,13.30002817,0,0,11,0,1,0,1
"74",68,"Ninole Cove","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Rock",NA,671.976,13.32008899,15.34035628,0,0,3,1,0,0,1
"75",69,"Ohiki Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,"Rock","NMS9",542.64,34.3010823,27.10943946,0,0,11,1,0,0,1
"76",70,"Old Kona Airport Beach Park","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,NA,NA,1033.914,45.51528568,19.12680135,0,0,18,1,0,0,1
"77",71,"Hale Halawai Park (Oneo Bay)","Hawaii","Hawaii","Bay",0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,"Standard",NA,131.083,17.45328122,15.9357955,0,0,18,0,0,1,1
"78",72,"Onekahakaha Beach Park","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,NA,NA,316.06,0,16.01484511,0,0,4,0,1,0,1
"79",73,"Onomea Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"Rock",NA,261.216,0,8.125049852,0,0,4,0,1,0,1
"80",74,"Pahoehoe Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,"Rock","HI27",117.553,17.69472585,6.354411293,0,0,18,0,0,1,1
"81",75,"Haena Beach/ Shipwreck Beach","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,NA,NA,216.113,19.69513293,11.00702085,0,0,4,0,1,0,1
"82",76,"Papakolea Green Sand Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,"Green",NA,388.797,30.3616894,1.6666974,0,0,3,0,1,0,1
"83",77,"Paradise Cliffs","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,336.883,20.13569485,11.22321429,0,0,4,0,1,0,1
"84",78,"Pauoa Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"Standard","HI27",118.144,17.73827279,18.96281986,0,0,11,0,0,1,1
"85",79,"Pawai Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Standard",NA,578.914,42.5253989,15.76564509,0,0,18,1,0,0,1
"86",80,"Pohoiki Black Sand Beach","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,"Black",NA,911.412,17.38655489,7.431299704,0,0,4,1,0,0,1
"87",81,"Pohue Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,"Standard","HI27",108.761,31.88097423,6.034119576,0,0,18,0,0,1,1
"88",82,"Pololu Trail","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,NA,NA,776.106,0,0.228665029,0,0,10,1,0,0,1
"89",83,"Puako Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,"Standard","HI12",1339.273,15.67722215,10.21609364,0,0,11,1,0,0,1
"90",84,"Pueo Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"Balck","NMS9",1038.461,16.86440138,30.65945457,0,0,11,1,0,0,1
"91",85,"Punaluu Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,"Black",NA,367.741,13.4048649,11.13802689,0,0,3,0,1,0,1
"92",86,"Richardson Ocean Park","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1,0,NA,NA,241.17,0,24.6934615,0,0,4,0,1,0,1
"93",87,"Reeds Bay Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,"Standard","HI23",205.168,0,0,0,0,4,0,1,0,1
"94",88,"Spencer Beach Park","Hawaii","Hawaii","Park",0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Standard","NMS9",421.154,10.77872405,16.97873452,0,0,11,0,1,0,1
"95",89,"South Point (End of the World) Luakeananolo","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,NA,NA,1508.011,36.9597658,10.12830189,0,0,18,1,0,0,1
"96",90,"Two Step Beach","Hawaii","Hawaii",NA,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,NA,NA,116.068,27.97257636,18.93099857,0,0,18,0,0,1,1
"97",91,"Umiwai Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rock","NMS9",267.087,0,7.477911647,0,0,11,0,1,0,1
"98",92,"Waiaha (Honl’s Beach)","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,"Standard","HI27",93.557,21.91970122,19.53088961,0,0,18,0,0,1,1
"99",93,"Waiakaalio Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Rock","HI27",515.527,24.0692003,15.18872704,0,0,11,1,0,0,1
"100",94,"Waialea Bay Beach","Hawaii","Hawaii","Beach",0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,0,"Standard","HI21",732.145,10.41819745,8.443369625,0,0,11,1,0,0,1
"101",95,"Waimanu Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Black","HI44",1362.037,14.05040253,4.497556092,0,0,10,1,0,0,1
"102",96,"Waipi'o Black Sand Beach","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Black","HI44",1736.364,13.5242053,8.832682204,0,0,10,1,0,0,1
"103",97,"Waiulua Bay","Hawaii","Hawaii","Bay",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Standard","HI27",101.435,13.70595886,18.73616626,0,0,11,0,0,1,1
"104",98,"Wai'olena Beach Park","Hawaii","Hawaii",NA,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,NA,NA,160.16,0,19.55136519,0,0,4,0,0,1,1
"105",99,"Wawaloli Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,"Standard",NA,823.869,20.56639809,22.37179749,0,0,18,1,0,0,1
"106",100,"White Sands (Disappearing  or Magic) Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,"Rock",NA,66.423,19.2342705,7.85406946,0,0,18,0,0,1,1
"107",101,"Whittington Beach Park","Hawaii","Hawaii","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,"Rock",NA,400.021,19.94672939,5.280245772,0,0,3,0,1,0,1
"108",102,"Aliomanu Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,"Standard",NA,795.533,29.89129751,16.66576244,0,0,70,1,0,0,1
"109",103,"Allerton Beach","Kauai","Kauai",NA,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,NA,NA,290.008,54.37459357,0.520341951,0,0,67,0,1,0,1
"110",104,"Anahola Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Standard",NA,2996.08,18.41802295,0.31217147,0,0,70,1,0,0,1
"111",105,"Anini Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","NMS9",3991.025,20.51655215,0.787193347,0,0,70,1,0,0,1
