"","siteID","name","county","island","classifica","citypark","sports","playground","home","park","harbor","manmade","sand","rock","surf","snork","lifeguard","parking","showers","restrooms","swim","trailall","sand_type","mpa","beach_leng","res_fish_bio","PNAS","haleakala","molokini","Box_ID_2","beachlarge","beachmedium","beachsmall","coastal"
"112",106,"Baby Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard",NA,189.818873,32.53957136,6.521808981,0,0,67,0,0,1,1
"113",107,"Brennecke Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,"Standard",NA,204.663,29.57546548,4.115132261,0,0,67,0,1,0,1
"114",108,"Donkey Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,"Standard",NA,615.652,30.4886705,1.502434744,0,0,70,1,0,0,1
"115",109,"Gillins Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Standard",NA,1277.081,23.32687059,5.787357539,0,0,67,1,0,0,1
"116",110,"Glass Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard",NA,185.72,16.45628427,0,0,0,67,0,0,1,1
"117",111,"Haena Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,"Standard","NMS9",5725.725,23.8911997,0.55046205,0,0,70,1,0,0,1
"118",112,"Hanakapiai Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,"Standard",NA,147.517,13.75585885,1.091309175,0,0,71,0,0,1,1
"119",113,"Hanalei Pavilion Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,"Standard","NMS9",3997.265,10.33175214,0.044819624,0,0,70,1,0,0,1
"120",114,"Hanamaulu Beach Park","Kauai","Kauai","Park",0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,"Standard","HI28",650.352,14.92384362,0.013835086,0,0,70,1,0,0,1
"121",115,"Haula Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Standard",NA,172.591,44.40607698,0.486550958,0,0,67,0,0,1,1
"122",116,"Hoai Bay","Kauai","Kauai","Bay",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"Rock",NA,185,20.62826126,4.308591101,0,0,67,0,0,1,1
"123",117,"Honopu Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,"Standard",NA,774.818,15.07711778,2.128092234,0,0,71,1,0,0,1
"124",118,"Kahili Quarry Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,"Standard",NA,830.491,20.28898931,0.328767123,0,0,70,1,0,0,1
"125",119,"Kalalau Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"Standard",NA,613.339,14.04463842,0.964047131,0,0,71,1,0,0,1
"126",120,"Kalapaki Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,"Standard",NA,574.334,0,2.994962553,0,0,70,1,0,0,1
"127",121,"Kalihiwai Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,"Standard","NMS9",580.313,19.29551215,1.384841037,0,0,70,1,0,0,1
"128",122,"Kapaa Beach Park","Kauai","Kauai","Park",0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,"Standard",NA,795.231,26.22758364,5.33556998,0,0,70,1,0,0,1
"129",123,"Kauapea Beach","Kauai","Kauai",NA,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,NA,NA,2810.915,19.96592689,0.341739759,0,0,70,1,0,0,1
"130",124,"Kealia Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,"Standard",NA,1500.931,25.79857382,0.444605293,0,0,70,1,0,0,1
"131",125,"Kee Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,"Standard","NMS9",5725.725,27.62996171,11.96491045,0,0,70,1,0,0,1
"132",126,"Keiki Cove Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"Standard",NA,17.79,16.55584104,6.58552401,0,0,67,0,0,1,1
"133",127,"Kekaha Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,0,0,"Standard",NA,20518.938,9.630216885,0,0,0,67,1,0,0,1
"134",128,"Kepuhi Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Standard","NMS9",5725.725,11.16597436,10.20369201,0,0,70,1,0,0,1
"135",129,"Kiahuna Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,"Standard",NA,427.8034175,19.12883192,3.744252118,0,0,67,0,1,0,1
"136",130,"Kīkīaola Harbor","Kauai","Kauai",NA,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,NA,NA,163.616,10.43325389,0,0,0,67,0,0,1,1
"137",131,"Kipu Kai Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Standard",NA,1015.46,25.66414124,0.687137203,0,0,67,1,0,0,1
"138",132,"Kukuiʻula Harbor Beach","Kauai","Kauai",NA,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,NA,NA,196.276,31.01273128,8.462926973,0,0,67,0,0,1,1
"139",133,"Larsens Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Standard",NA,1718.324,23.1402303,8.056281758,0,0,70,1,0,0,1
"140",134,"Lawai Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,"Standard",NA,250.8489395,16.13571693,5.289906051,0,0,67,0,1,0,1
"141",135,"Lumahai Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,"Standard","NMS9",1634.775,12.58054547,0.035860047,0,0,70,1,0,0,1
"142",136,"Lydgate Beach Park","Kauai","Kauai","Park",0,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1,0,"Standard",NA,4923.361,14.90237052,4.478152421,0,0,70,1,0,0,1
"143",137,"Milolii Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,"Standard",NA,892.75,18.45222204,19.22469136,0,0,71,1,0,0,1
"144",138,"Ninini Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"Standard",NA,167.625,0,3.576215774,0,0,70,0,0,1,1
"145",139,"Niumalu Beach Park","Kauai","Kauai","Park",0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"Rock",NA,170.354,0,0.007133471,0,0,70,0,0,1,1
"146",140,"N_wiliwili Park","Kauai","Kauai","",0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"","",251.957,0,2.994962553,0,0,70,0,1,0,1
"147",141,"Nu'alolo Kai State Park","Kauai","Kauai",NA,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,NA,NA,410.301,18.59542557,9.674563804,0,0,71,0,1,0,1
"148",142,"Nukolii Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,"Standard",NA,4923.361,15.97876823,4.053604576,0,0,70,1,0,0,1
"149",143,"Pali Ke Kua Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"Standard","NMS9",526.127,12.4581603,16.89037645,0,0,70,1,0,0,1
"150",144,"Papaa Bay Beach","Kauai","Kauai","Bay",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,"Standard","NMS9",391.176,36.01180191,12.94470981,0,0,70,0,1,0,1
"151",145,"Pakala Beach","Kauai","Kauai",NA,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,NA,NA,2003.501,1.606441314,0,0,0,67,1,0,0,1
"152",146,"Palama Beach","Kauai","Kauai",NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,NA,474.882,9.967447637,0.176558865,0,0,67,0,1,0,1
"153",147,"Poipu Beach Park","Kauai","Kauai","Park",0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,"Standard",NA,401.0201976,19.84148048,6.781924332,0,0,67,0,1,0,1
"154",148,"Polihale State Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,"Standard",NA,20518.938,12.05045311,0.00513631,0,0,71,1,0,0,1
"155",149,"Puu Poa Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,"Standard","NMS9",549.224,15.57212686,11.6862887,0,0,70,1,0,0,1
"156",150,"Queens Bath","Kauai","Kauai","Tide pool",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"Rock","NMS9",307.858,52.17411875,9.9392188,0,0,70,0,1,0,1
"157",151,"Salt Pond Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,"Standard",NA,1358.435,14.92527472,0,0,0,67,1,0,0,1
"158",152,"Sea Lodge Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"Standard","NMS9",176.143,20.49362084,12.47412712,0,0,70,0,0,1,1
"159",153,"Shipwreck Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,"Standard",NA,613.705,17.55774223,0,0,0,67,1,0,0,1
"160",154,"Spouting Horn Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"Rock",NA,99.834,37.67384505,6.0427773,0,0,67,0,0,1,1
"161",155,"Tunnels Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,"Standard","NMS9",5725.725,19.52240073,7.779513762,0,0,70,1,0,0,1
"162",156,"Wahi-awa Beach","Kauai","Kauai",NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,229.426,18.22358117,9.822141561,0,0,67,0,1,0,1
"163",157,"Waiakalua Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard",NA,606.791,16.30879609,6.805116629,0,0,70,1,0,0,1
"164",158,"Waikoko Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,"Standard","NMS9",3997.265,4.264574686,12.52334131,0,0,70,1,0,0,1
"165",159,"Wailua Beach Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"Standard",NA,859.277,12.56638233,0.072347949,0,0,70,1,0,0,1
"166",160,"Waimea Landing State Recreation Pier","Kauai","Kauai","Park",0,0,0,0,1,0,1,1,0,0,0,0,1,1,1,0,0,NA,NA,2752.844,0,0,0,0,70,1,0,0,1
"167",161,"Wainiha Bay Park","Kauai","Kauai","Park",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,"Standard","NMS9",5725.725,18.03455294,13.81873467,0,0,70,1,0,0,1
"168",162,"Wainiha Beach Park","Kauai","Kauai",NA,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,NA,NA,620.233,11.20872657,2.998243325,0,0,70,1,0,0,1
"169",163,"Waipouli Beach","Kauai","Kauai","Beach",0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"Standard",NA,1424.812,11.86435902,7.883172221,0,0,70,1,0,0,1
"170",164,"Aiea Bay State Recreational Area","Honolulu","Oahu","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,"Rock",NA,610.8186299,0,0,0,0,64,1,0,0,1
"171",165,"Aki's Beach","Honolulu","Oahu",NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,NA,NA,51,8.091552405,9.448053393,0,0,63,0,0,1,1
"172",166,"Ala Moana Regional Park","Honolulu","Oahu","Park",0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,"Standard",NA,1310.657,11.25864794,0.260165218,0,0,64,1,0,0,1
"173",167,"Ala Wai Boat Harbor","Honolulu","Oahu",NA,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,NA,NA,0,7.467957097,2.275199619,0,0,64,0,0,1,1
"174",168,"Aweoweo Beach Park","Honolulu","Oahu","Park",0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard",NA,5610.069,4.331483376,0,0,0,58,1,0,0,1
"175",169,"Banzai Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,"Standard","NMS9",6150.29,4.958449643,20.62527385,0,0,58,1,0,0,1
"176",170,"Barbers Point Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,"Standard",NA,350.3932411,5.017249521,0,0,0,64,0,1,0,1
"177",171,"Bellows Field Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,0,"Standard",NA,5656.988,4.554717043,0.601635946,0,0,54,1,0,0,1
"178",172,"Black Rocks Beach Park","Honolulu","Oahu",NA,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,NA,NA,2460.305783,8.316918824,11.1892883,0,0,63,1,0,0,1
"179",173,"Castles Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,"Standard",NA,4229.769,0,0.492621274,0,0,55,1,0,0,1
"180",174,"Chun's Reef","Honolulu","Oahu",NA,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,NA,NA,1289.057,6.066223751,8.674674993,0,0,58,1,0,0,1
"181",175,"Clissolds Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","NMS9",1080.811,7.981138528,2.246668919,0,0,55,1,0,0,1
"182",176,"Cromwells Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","NMS9",1552.438,7.725781758,7.373735322,0,0,64,1,0,0,1
"183",177,"Depot Beach Park","Honolulu","Oahu",NA,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,NA,NA,1617.526,10.22165288,1.349012432,0,0,63,1,0,0,1
"184",178,"Diamond Head Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,"Standard","NMS9",1552.438,3.650334691,1.785345835,0,0,64,1,0,0,1
"185",179,"Ehukai Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,"Standard","NMS9",6150.29,4.013845772,6.371043606,0,0,58,1,0,0,1
"186",180,"Fort DeRussy Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,"Standard",NA,1042.239,3.308754159,0.153855343,0,0,64,1,0,0,1
"187",181,"Fort Hase Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"Standard",NA,1561.474,0,5.801060785,0,0,55,1,0,0,1
"188",182,"Fort Kamehameha Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Standard",NA,838.227,0.052479446,0.066199873,0,0,64,1,0,0,1
"189",183,"Haleiwa Alii Beach Park (West)","Honolulu","Oahu","Park",0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,0,"Standard","HI65",315.424,7.221328047,0,0,0,58,0,1,0,1
"190",184,"Haleiwa Beach","Honolulu","Oahu","Beach",0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,"Standard",NA,1092.347,6.93892825,0,0,0,58,1,0,0,1
"191",185,"Halona Beach Cove","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,"Standard","NMS9",6532.48147,11.19438057,0,0,0,54,1,0,0,1
"192",186,"Hanakailio Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,"Standard","NMS9",1596.143,7.475542925,11.37299035,0,0,58,1,0,0,1
"193",187,"Hanauma Bay Nature Preserve","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,"Standard","HI2NA",584.541,26.61897703,30.6656221548716,0,0,54,1,0,0,1
"194",188,"Hauula Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,"Standard","NMS9",2361.147,9.686974995,8.599662551,0,0,55,1,0,0,1
"195",189,"Hawaiian Electric Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,"Standard",NA,1078.674,7.381939691,8.59216978,0,0,63,1,0,0,1
"196",190,"Heaoeia Kea Boat Harbor","Honolulu","Oahu",NA,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,NA,NA,804.7658088,0,1.696745521,0,0,55,1,0,0,1
"197",191,"Heeia State Park","Honolulu","Oahu",NA,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,NA,NA,804.7658088,0,2.166117518,0,0,55,1,0,0,1
"198",192,"Hickam Harbor Beach","Honolulu","Oahu","Beach",0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,"Standard",NA,0,0,0,0,0,64,0,0,1,1
"199",193,"Hukilau Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,"Standard","NMS9",3660.261,5.442885696,5.258676403,0,0,58,1,0,0,1
"200",194,"Hunakai Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"Standard","NMS9",1114.966,2.549772795,1.008888889,0,0,64,1,0,0,1
"201",195,"Iroquois Point Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,"Standard",NA,5365.504,1.387576837,1.019556303,0,0,64,1,0,0,1
"202",196,"Kaaawa Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,"Standard",NA,3291.187,5.407316128,1.49057582,0,0,55,1,0,0,1
"203",197,"Kaalawai Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Standard","NMS9",44.66629745,6.006891701,5.463197785,0,0,64,0,0,1,1
"204",198,"Kahala Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,"Standard","NMS9",333.078,3.74385735,2.78376198,0,0,64,0,1,0,1
"205",199,"Kahaluu Regional Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,"Rock",NA,1296.200257,1.428387868,0,0,0,55,1,0,0,1
"206",200,"Kahana Bay Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","NMS9",887.562,1.300167946,0.048934834,0,0,55,1,0,0,1
"207",201,"Kahanamoku Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,0,"Standard",NA,1042.239,6.16641867,0.357659435,0,0,64,1,0,0,1
"208",202,"Kahe Point Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0,0,"Rock",NA,527.6128721,6.528415085,6.028315946,0,0,63,1,0,0,1
"209",203,"Kahuku Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Standard","NMS9",1717.634,6.006094188,7.044157831,0,0,58,1,0,0,1
"210",204,"Kaiaka Bay Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,"Rock",NA,910.2363576,3.034210465,0,0,0,58,1,0,0,1
"211",205,"Kaiaka Bay Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,"Rock",NA,910.2363576,6.209521432,0,0,0,58,1,0,0,1
"212",206,"Kailua Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,"Standard",NA,4229.769,0,0.089143974,0,0,55,1,0,0,1
"213",207,"Kaimana Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,0,"Standard","HI1",174.477,4.551027979,1.437610265,0,0,64,0,0,1,1
"214",208,"Kaiona Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,"Standard",NA,5656.988,3.687478107,2.773270914,0,0,54,1,0,0,1
"215",209,"Kaipapau Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0,"Standard","NMS9",1748.915,9.798536555,4.69921357,0,0,55,1,0,0,1
"216",210,"Kaiwi Channel viewpoint","Honolulu","Oahu",NA,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,NA,NA,2893.582811,12.18217782,0,0,0,54,1,0,0,1
"217",211,"Kakaako Waterfront Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,"Rock",NA,468.4969222,3.715356481,2.270415559,0,0,64,0,1,0,1
"218",212,"Kalaeloa Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,"Standard",NA,3908.532,2.811523463,0.03826512,0,0,64,1,0,0,1
"219",213,"Kalaeoio Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,"Standard",NA,3291.187,5.613822997,2.338752854,0,0,55,1,0,0,1
"220",214,"Kalama Beach Park","Honolulu","Oahu","Park",0,0,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,"Standard",NA,4229.769,0,0.006464843,0,0,55,1,0,0,1
"221",215,"Kaloko Beach","Honolulu","Oahu","Beach",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"Standard","NMS9",920.461,6.508092369,0,0,0,54,1,0,0,1
